down,first_down,game_id,play_id,play_type,yards_gained,ydstogo
1,1,50,89,pass,55,10
1,0,50,90,pass,3,10
4,1,50,91,pass,7,3
1,0,50,92,run,3,10
2,0,50,93,pass,0,8
3,0,50,94,pass,0,5
3,0,50,95,pass,4,5
3,1,50,96,run,2,1
2,1,50,97,pass,12,4
2,1,50,98,pass,19,7
1,0,50,99,pass,0,10
2,0,50,100,pass,4,7
1,0,50,101,pass,4,10
4,1,50,102,run,3,3
1,0,50,103,pass,3,10
2,0,50,104,pass,3,9
1,0,50,105,run,3,10
3,0,50,106,pass,0,1
2,0,50,107,pass,9,10
3,0,50,108,pass,4,5
2,0,50,109,run,0,9
1,0,50,110,run,-7,10
2,0,50,111,pass,3,7
3,0,50,112,run,0,7
2,1,50,113,run,2,2
2,0,50,114,run,1,11
1,0,50,115,run,3,10
3,0,50,116,pass,4,5
3,1,50,117,pass,3,3
2,1,50,118,run,2,1
3,0,50,119,pass,0,9
2,1,50,120,pass,10,8
2,1,50,121,run,14,2
3,0,50,122,pass,0,10
2,0,50,123,pass,8,10
3,1,50,124,pass,13,11
2,0,50,125,pass,0,8
3,0,50,126,pass,-2,6
1,0,50,127,pass,-3,10
2,1,50,128,run,14,5
2,0,50,129,run,3,8
3,0,50,130,pass,5,12
2,0,50,131,run,2,5
3,1,50,132,pass,4,4
1,0,50,133,pass,0,10
1,0,50,134,pass,0,10
2,0,50,135,pass,0,8
3,0,50,136,pass,11,12
2,0,50,137,pass,-8,7
2,0,50,138,pass,4,9
1,0,50,139,pass,0,10
3,0,50,140,pass,2,6
3,1,51,1,pass,3,3
1,0,51,2,run,3,10
1,0,51,3,run,3,10
1,0,51,4,run,2,10
4,0,51,5,run,-6,1
3,1,51,6,pass,4,3
1,1,51,7,pass,11,10
2,0,51,8,pass,0,3
2,1,51,9,pass,21,9
3,1,51,10,pass,13,4
1,0,51,11,run,-4,10
1,0,51,12,pass,9,10
3,1,51,13,pass,11,1
1,0,51,14,run,3,10
3,1,51,15,pass,12,1
2,1,51,16,pass,8,2
1,0,51,17,pass,0,10
2,0,51,18,run,3,9
2,0,51,19,run,2,8
1,0,51,20,pass,3,10
1,1,51,21,pass,13,10
3,0,51,22,pass,0,3
1,0,51,23,run,7,10
1,0,51,24,run,4,10
1,0,51,25,pass,0,10
3,0,51,26,pass,2,11
2,0,51,27,pass,0,7
1,0,51,28,pass,-3,10
1,0,51,29,pass,0,10
2,0,51,30,pass,-4,11
1,1,51,31,pass,13,10
2,0,51,32,run,-2,4
1,1,51,33,pass,13,10
2,0,51,34,pass,3,9
3,1,51,35,pass,11,8
1,0,51,36,pass,4,10
1,1,51,37,pass,12,10
1,0,51,38,pass,0,10
2,0,51,39,pass,9,10
2,0,51,40,run,3,8
1,1,51,41,run,15,10
2,0,51,42,run,7,15
1,1,51,43,run,14,10
2,1,51,44,pass,9,7
2,1,51,45,pass,20,7
1,0,51,46,run,-7,10
1,0,51,47,run,2,10
1,1,51,48,pass,21,10
1,0,51,49,pass,0,10
1,1,51,50,pass,10,10
1,0,51,51,run,3,10
3,1,51,52,run,3,3
2,0,51,53,run,-3,4
2,1,51,54,pass,11,10
1,0,51,55,pass,2,10
1,0,51,56,pass,0,10
3,1,51,57,pass,4,2
2,1,51,58,pass,20,1
2,0,51,59,run,3,7
2,0,51,60,run,-3,4
1,1,51,61,pass,10,10
1,1,51,62,pass,18,10
2,0,51,63,run,14,15
2,1,51,64,pass,3,3
1,0,51,65,run,3,10
1,0,51,66,pass,3,10
3,0,51,67,pass,0,6
3,0,51,68,pass,0,9
2,0,51,69,pass,-4,9
2,0,51,70,pass,-7,8
2,0,51,71,pass,-4,13
1,0,51,72,pass,9,10
1,0,51,73,pass,4,10
3,0,51,74,pass,-6,8
1,0,51,75,run,2,10
1,0,51,76,run,4,10
1,0,51,77,run,3,10
2,1,51,78,pass,14,14
2,0,51,79,pass,-7,10
1,1,51,80,pass,12,10
1,1,51,81,pass,20,10
2,0,51,82,pass,4,9
3,1,51,83,run,17,11
1,1,51,84,pass,21,10
2,0,51,85,run,0,3
3,0,51,86,pass,0,11
2,1,51,87,pass,17,5
2,0,51,88,run,-2,6
1,0,51,89,pass,-8,10
4,0,51,90,pass,3,5
3,1,51,91,run,3,3
2,1,51,92,pass,5,4
2,1,51,93,pass,49,2
3,0,51,94,pass,3,4
1,0,51,95,pass,2,10
3,0,51,96,pass,2,12
2,0,51,97,run,-5,9
1,0,51,98,pass,3,10
2,0,51,99,pass,0,8
3,0,51,100,pass,4,7
2,1,51,101,pass,9,7
3,0,51,102,pass,0,5
2,0,51,103,pass,0,8
3,1,51,104,run,2,2
4,1,51,105,run,3,3
1,0,51,106,run,-3,10
3,1,51,107,pass,11,7
1,0,51,108,run,4,10
1,1,51,109,run,13,10
1,1,51,110,run,15,10
1,0,51,111,run,7,10
2,1,51,112,pass,10,6
3,1,51,113,run,3,3
1,0,51,114,run,7,10
1,0,51,115,run,0,10
1,0,51,116,pass,9,10
3,1,51,117,pass,19,3
1,0,51,118,pass,0,10
3,0,51,119,pass,0,5
2,0,51,120,run,2,8
1,0,51,121,pass,0,10
3,1,51,122,run,3,2
3,0,51,123,pass,0,20
1,0,51,124,run,4,10
1,0,51,125,run,6,10
1,0,51,126,run,0,10
1,0,51,127,pass,0,10
4,1,51,128,run,8,2
1,0,51,129,pass,3,10
1,0,51,130,run,2,10
1,0,51,131,run,0,10
1,0,51,132,run,3,10
2,0,51,133,pass,0,6
1,0,51,134,pass,0,10
3,1,51,135,run,3,1
2,1,51,136,run,37,6
3,0,51,137,pass,0,3
1,1,51,138,pass,11,10
2,0,51,139,pass,-5,12
3,0,51,140,run,3,7
2,1,51,141,pass,59,9
3,0,51,142,pass,0,1
2,0,51,143,run,3,7
3,0,51,144,pass,0,1
3,0,51,145,pass,0,9
1,1,51,146,pass,10,10
1,0,51,147,pass,3,10
2,1,51,148,pass,9,8
3,0,51,149,run,0,1
1,0,51,150,run,2,10
1,0,51,151,run,4,10
3,0,52,1,pass,0,7
2,1,52,2,pass,3,1
3,0,52,3,run,3,5
1,0,52,4,run,-2,10
3,1,52,5,pass,65,8
3,0,52,6,run,-6,8
1,1,52,7,pass,10,10
1,0,52,8,pass,3,10
1,0,52,9,run,3,10
1,0,52,10,pass,0,10
3,0,52,11,pass,-7,10
1,0,52,12,pass,0,10
2,0,52,13,run,3,8
3,0,52,14,run,4,5
1,1,52,15,pass,10,10
3,0,52,16,pass,0,15
2,0,52,17,pass,0,4
2,1,52,18,pass,10,9
4,1,52,19,run,2,2
3,0,52,20,run,0,3
3,0,52,21,run,4,7
1,0,52,22,run,-4,10
3,0,52,23,pass,0,4
2,0,52,24,run,2,10
1,0,52,25,run,0,10
2,0,52,26,run,2,8
1,0,52,27,pass,2,10
3,1,52,28,run,3,3
4,1,52,29,pass,4,2
3,0,52,30,pass,4,6
2,0,52,31,pass,0,10
2,0,52,32,run,0,11
3,1,52,33,pass,12,10
1,0,52,34,pass,-9,10
3,0,52,35,pass,-5,10
2,1,52,36,pass,8,7
3,1,52,37,pass,11,7
2,0,52,38,pass,3,8
1,0,52,39,run,2,10
3,0,52,40,pass,0,4
2,1,52,41,run,3,2
1,0,52,42,run,2,10
2,0,52,43,run,3,7
2,0,52,44,run,6,8
2,0,52,45,pass,3,8
2,1,52,46,pass,31,9
1,0,52,47,run,0,10
1,1,52,48,pass,10,10
1,0,52,49,run,-2,10
1,0,52,50,pass,2,10
1,1,52,51,pass,12,10
2,0,52,52,pass,10,11
1,1,52,53,pass,12,10
1,0,52,54,run,0,10
1,0,52,55,run,3,10
4,1,52,56,run,63,1
1,0,52,57,run,2,10
3,1,52,58,pass,12,6
1,0,52,59,pass,-8,10
3,0,52,60,pass,0,2
1,0,52,61,run,3,10
1,1,52,62,pass,14,10
1,0,52,63,pass,2,10
3,1,52,64,pass,10,6
1,0,52,65,run,3,10
2,0,52,66,pass,0,6
3,1,52,67,pass,22,2
1,0,52,68,run,2,10
1,1,52,69,pass,11,10
3,0,52,70,pass,-10,3
2,0,52,71,pass,4,11
2,1,52,72,run,7,7
2,0,52,73,run,3,4
1,1,52,74,pass,10,10
1,0,52,75,pass,0,10
3,0,52,76,run,-1,3
1,0,52,77,pass,0,10
1,0,52,78,run,-4,10
2,0,52,79,pass,-8,9
2,0,52,80,pass,3,9
3,0,52,81,pass,0,2
3,0,52,82,run,2,10
4,1,52,83,pass,11,4
3,1,52,84,pass,18,5
4,0,52,85,pass,0,1
2,0,52,86,pass,0,6
3,0,52,87,run,2,3
2,0,52,88,pass,2,10
1,0,52,89,pass,0,10
3,0,52,90,pass,0,12
1,0,52,91,run,8,10
1,0,52,92,run,0,10
2,1,52,93,pass,18,3
1,0,52,94,run,6,10
3,1,52,95,pass,22,3
1,0,52,96,run,-3,10
3,1,52,97,pass,8,1
2,1,52,98,run,13,9
1,0,52,99,pass,2,10
2,0,52,100,pass,2,11
1,0,52,101,run,7,10
2,1,52,102,pass,47,3
4,1,52,103,pass,17,10
1,0,52,104,run,7,10
1,0,52,105,pass,8,10
1,1,52,106,run,15,10
1,0,52,107,run,6,10
3,1,52,108,pass,22,3
2,0,52,109,run,2,12
2,0,52,110,pass,0,8
3,0,52,111,pass,0,3
1,0,52,112,pass,0,10
3,0,52,113,run,1,2
2,0,52,114,pass,-4,7
1,1,52,115,pass,20,10
3,0,52,116,pass,0,9
1,0,52,117,pass,4,10
3,1,52,118,run,3,1
1,1,52,119,pass,21,10
1,1,52,120,run,14,10
1,0,52,121,run,7,10
2,0,52,122,run,2,9
2,0,52,123,run,2,7
3,1,52,124,pass,10,4
4,1,52,125,pass,14,10
1,0,52,126,run,1,10
2,0,52,127,pass,-2,8
1,0,52,128,run,3,10
1,1,52,129,pass,19,10
2,0,52,130,pass,2,9
3,0,52,131,run,3,10
1,0,52,132,pass,8,10
2,0,52,133,pass,0,13
1,0,52,134,pass,3,10
1,0,52,135,run,2,10
1,0,52,136,run,-5,10
2,1,52,137,run,2,1
1,0,52,138,run,7,10
1,0,52,139,pass,0,10
3,1,52,140,pass,3,1
3,0,52,141,pass,3,5
2,0,52,142,run,3,8
2,1,52,143,pass,10,8
2,0,52,144,run,3,12
1,0,52,145,run,3,10
1,0,52,146,pass,0,10
2,1,52,147,pass,4,4
1,0,52,148,pass,0,10
1,0,52,149,run,3,10
1,0,52,150,pass,0,10
2,1,52,151,pass,20,14
2,0,52,152,pass,-3,11
1,0,52,153,pass,2,10
1,0,52,154,pass,0,10
1,0,52,155,pass,0,10
4,0,52,156,run,0,3
2,1,52,157,pass,20,10
2,1,52,158,pass,11,8
2,0,52,159,pass,4,8
2,0,52,160,run,7,10
1,0,52,161,pass,4,10
1,0,52,162,pass,8,10
2,0,53,1,run,0,7
3,0,53,2,pass,2,15
1,0,53,3,pass,2,10
1,0,53,4,run,2,10
3,0,53,5,pass,-9,11
4,1,53,6,pass,10,10
3,0,53,7,run,4,10
2,0,53,8,pass,8,14
1,1,53,9,run,15,10
3,1,53,10,run,4,3
2,0,53,11,pass,0,7
1,0,53,12,pass,9,10
2,0,53,13,run,5,7
3,1,53,14,run,3,3
2,0,53,15,pass,4,8
1,0,53,16,run,6,10
2,0,53,17,run,2,4
1,1,53,18,pass,10,10
2,0,53,19,run,1,7
3,1,53,20,run,4,2
4,1,53,21,pass,2,1
3,0,53,22,pass,-6,4
3,0,53,23,pass,10,11
2,1,53,24,pass,10,7
2,0,53,25,run,4,7
1,0,53,26,run,2,10
4,0,53,27,pass,5,10
1,1,53,28,pass,12,10
1,1,53,29,pass,18,10
1,1,53,30,run,14,10
1,0,53,31,pass,-3,10
3,0,53,32,pass,3,20
2,1,53,33,pass,14,12
1,1,53,34,pass,10,10
1,0,53,35,pass,0,10
1,0,53,36,pass,3,10
3,1,53,37,pass,2,1
1,1,53,38,run,15,10
1,0,53,39,pass,0,10
1,0,53,40,pass,0,10
2,0,53,41,pass,0,8
1,1,53,42,run,14,10
1,0,53,43,run,3,10
3,1,53,44,pass,12,12
3,0,53,45,run,0,2
4,0,53,46,run,3,4
1,0,53,47,pass,0,10
1,0,53,48,pass,0,10
3,1,53,49,pass,4,4
2,1,53,50,pass,31,9
2,0,53,51,run,2,10
2,0,53,52,run,-3,10
2,0,53,53,pass,-8,8
2,1,53,54,pass,20,8
2,0,53,55,run,3,10
1,0,53,56,pass,0,10
1,0,53,57,run,4,10
1,0,53,58,pass,-8,10
3,0,53,59,pass,-3,2
1,0,53,60,pass,3,10
1,0,53,61,run,-4,10
2,0,53,62,pass,2,4
1,0,53,63,run,6,10
1,0,53,64,run,7,10
1,0,53,65,run,2,10
3,1,53,66,run,2,2
1,0,53,67,pass,8,10
3,0,53,68,pass,0,5
3,0,53,69,pass,0,9
1,0,53,70,run,0,10
2,0,53,71,pass,0,10
3,0,53,72,pass,0,7
1,0,53,73,run,2,10
1,0,53,74,run,3,10
3,0,53,75,pass,-5,2
1,0,53,76,run,-3,10
1,0,53,77,pass,4,10
1,0,53,78,pass,0,10
3,1,53,79,pass,3,1
3,1,53,80,pass,22,5
2,0,53,81,pass,3,9
3,0,53,82,run,7,9
3,0,53,83,pass,4,12
3,0,53,84,pass,-3,10
3,0,53,85,run,2,5
1,0,53,86,pass,0,10
1,0,53,87,run,-2,10
1,0,53,88,pass,3,10
1,0,53,89,pass,3,10
2,0,53,90,pass,3,8
1,0,53,91,run,3,10
1,0,53,92,run,3,10
3,0,53,93,run,2,10
1,1,53,94,run,13,10
2,0,53,95,pass,0,2
1,0,53,96,pass,8,10
3,0,53,97,pass,2,3
3,0,53,98,pass,4,8
1,0,53,99,pass,0,10
1,0,53,100,run,3,10
2,0,53,101,pass,0,7
3,0,53,102,run,-5,2
1,0,53,103,run,2,10
2,0,53,104,pass,0,4
1,0,53,105,run,3,10
2,1,53,106,pass,11,9
2,0,53,107,pass,3,6
2,1,53,108,run,9,1
2,0,53,109,pass,8,11
3,0,53,110,run,3,11
1,0,53,111,run,2,10
2,0,53,112,pass,9,14
1,0,53,113,pass,0,10
1,0,53,114,pass,9,10
1,0,53,115,run,-4,10
1,0,53,116,run,-5,10
2,0,53,117,pass,3,6
3,0,53,118,pass,0,10
2,1,53,119,pass,12,12
1,0,53,120,run,3,10
1,0,53,121,pass,8,10
4,0,53,122,pass,2,4
3,0,53,123,pass,4,10
1,0,53,124,pass,4,10
1,0,53,125,pass,1,10
3,1,53,126,pass,9,3
1,0,53,127,run,3,10
1,0,53,128,pass,2,10
1,1,53,129,pass,13,10
1,0,53,130,pass,4,10
1,0,53,131,pass,0,10
3,0,53,132,run,3,5
1,0,53,133,run,1,10
2,0,53,134,run,0,3
1,0,53,135,run,6,10
1,1,53,136,pass,32,10
3,0,53,137,pass,0,7
1,0,53,138,pass,4,10
2,1,53,139,run,6,3
3,1,53,140,pass,18,11
1,0,53,141,run,2,10
2,1,53,142,pass,23,3
2,0,53,143,run,3,7
3,1,53,144,pass,3,3
1,0,53,145,run,-3,10
1,0,53,146,pass,0,10
3,1,53,147,pass,23,2
3,1,53,148,pass,11,4
1,0,53,149,run,4,10
1,1,53,150,pass,10,10
3,0,54,1,pass,3,11
2,0,54,2,pass,3,7
2,0,54,3,run,8,10
2,0,54,4,pass,-2,9
1,0,54,5,pass,-4,10
4,0,54,6,pass,4,10
3,1,54,7,pass,21,6
1,0,54,8,run,2,10
1,1,54,9,pass,11,10
4,1,54,10,pass,22,3
1,0,54,11,pass,0,10
4,1,54,12,pass,20,3
1,0,54,13,run,4,10
1,0,54,14,pass,-8,10
1,0,54,15,run,4,10
3,0,54,16,pass,0,1
3,0,54,17,pass,1,2
2,1,54,18,pass,13,8
1,0,54,19,pass,0,10
2,0,54,20,run,0,6
2,0,54,21,pass,-8,10
2,0,54,22,pass,2,8
2,0,54,23,pass,0,13
2,0,54,24,pass,4,10
1,0,54,25,run,2,10
3,0,54,26,run,-4,1
2,1,54,27,run,7,2
1,0,54,28,run,3,10
1,0,54,29,pass,0,10
1,0,54,30,run,0,10
3,1,54,31,pass,11,9
1,0,54,32,run,2,10
3,1,54,33,run,3,2
1,0,54,34,run,0,10
1,0,54,35,pass,3,10
2,0,54,36,run,3,6
2,1,54,37,pass,3,3
1,1,54,38,pass,10,10
1,0,54,39,pass,7,10
2,1,54,40,pass,20,11
1,0,54,41,run,3,10
1,0,54,42,pass,4,10
1,0,54,43,run,0,10
1,0,54,44,run,4,10
2,1,54,45,pass,2,1
3,0,54,46,pass,8,10
1,0,54,47,run,-5,10
3,0,54,48,pass,8,11
2,0,54,49,run,7,9
1,0,54,50,pass,8,10
1,1,54,51,pass,14,10
1,0,54,52,pass,4,10
1,0,54,53,run,7,10
3,0,54,54,run,2,4
3,1,54,55,pass,8,7
2,0,54,56,run,3,5
2,0,54,57,pass,3,7
1,0,54,58,run,3,10
2,1,54,59,pass,10,6
1,0,54,60,pass,0,10
1,1,54,61,pass,20,10
1,0,54,62,run,0,10
2,0,54,63,run,3,8
1,0,54,64,run,-6,10
1,1,54,65,pass,12,10
3,0,54,66,pass,0,20
3,1,54,67,run,7,4
2,1,54,68,pass,19,10
1,0,54,69,pass,0,10
2,1,54,70,pass,10,10
3,0,54,71,pass,0,4
3,1,54,72,run,3,2
2,0,54,73,pass,3,7
2,0,54,74,run,2,8
2,0,54,75,run,3,8
3,0,54,76,pass,0,1
3,1,54,77,pass,11,10
1,1,54,78,run,13,10
1,0,54,79,pass,4,10
3,0,54,80,pass,0,11
2,1,54,81,pass,56,6
1,1,54,82,pass,18,10
2,0,54,83,run,2,3
1,1,54,84,run,16,10
2,0,54,85,run,-2,7
1,0,54,86,pass,3,10
2,0,54,87,pass,3,10
1,0,54,88,run,7,10
2,0,54,89,pass,0,8
3,0,54,90,pass,9,11
1,0,54,91,pass,-10,10
3,0,54,92,pass,0,3
3,0,54,93,pass,0,5
1,0,54,94,run,3,10
2,0,54,95,run,2,9
3,1,54,96,pass,4,1
2,0,54,97,pass,-5,7
1,0,54,98,pass,0,10
3,0,54,99,pass,4,15
3,0,54,100,pass,2,5
1,0,54,101,pass,0,10
3,0,54,102,run,1,2
1,0,54,103,run,3,10
1,0,54,104,pass,3,10
2,0,54,105,pass,0,7
1,0,54,106,run,0,10
2,0,54,107,run,0,3
1,1,54,108,run,34,10
1,0,54,109,pass,0,10
1,0,54,110,run,-4,10
1,1,54,111,pass,10,10
2,1,54,112,run,6,2
3,1,54,113,run,6,2
1,0,54,114,run,4,10
3,1,54,115,pass,11,2
2,0,54,116,run,3,8
3,0,54,117,pass,0,10
3,1,54,118,run,2,2
1,0,54,119,run,0,10
2,0,54,120,run,-2,5
1,0,54,121,run,7,10
3,0,54,122,pass,4,5
1,0,54,123,run,2,10
4,0,54,124,pass,0,1
1,0,54,125,run,8,10
1,0,54,126,run,0,10
1,0,54,127,pass,3,10
2,0,54,128,pass,2,9
1,0,54,129,run,0,10
4,1,54,130,run,3,1
3,0,54,131,pass,8,12
1,0,54,132,run,8,10
4,0,54,133,run,8,10
1,1,54,134,run,14,10
1,0,54,135,pass,0,10
1,0,54,136,run,2,10
2,0,54,137,run,3,4
1,0,54,138,run,4,10
1,1,55,1,pass,20,10
1,0,55,2,run,2,10
1,1,55,3,run,52,10
2,0,55,4,pass,2,11
2,0,55,5,pass,0,7
1,0,55,6,run,-3,10
1,1,55,7,pass,15,10
3,0,55,8,pass,0,9
2,0,55,9,pass,0,9
2,1,55,10,run,3,3
3,0,55,11,pass,2,3
1,0,55,12,run,1,10
2,0,55,13,run,-5,8
2,1,55,14,run,14,7
2,1,55,15,pass,18,5
4,1,55,16,pass,11,5
1,0,55,17,run,-2,10
1,0,55,18,pass,-10,10
2,0,55,19,pass,0,3
1,0,55,20,pass,0,10
1,0,55,21,pass,3,10
4,0,55,22,run,1,3
3,0,55,23,pass,3,4
1,0,55,24,run,3,10
1,0,55,25,pass,9,10
2,0,55,26,pass,0,1
1,0,55,27,pass,3,10
2,0,55,28,pass,-2,6
3,1,55,29,pass,10,8
2,0,55,30,run,3,10
3,1,55,31,run,7,2
3,0,55,32,pass,2,11
2,0,55,33,run,2,9
2,0,55,34,run,0,6
1,0,55,35,pass,4,10
3,0,55,36,pass,0,9
3,0,55,37,pass,-3,12
2,1,55,38,run,3,2
1,0,55,39,run,3,10
2,0,55,40,run,7,11
3,1,55,41,pass,5,5
1,0,55,42,pass,0,10
1,0,55,43,run,3,10
3,0,55,44,run,8,20
2,0,55,45,pass,0,9
1,0,55,46,pass,1,10
3,1,55,47,pass,3,3
1,1,55,48,run,14,10
3,0,55,49,pass,2,6
1,1,55,50,pass,10,10
1,0,55,51,run,-4,10
3,0,55,52,run,-3,4
2,0,55,53,pass,3,7
2,0,55,54,pass,0,5
2,0,55,55,run,0,6
2,1,55,56,pass,9,7
1,1,55,57,pass,10,10
1,0,55,58,pass,3,10
2,0,55,59,run,-2,12
4,1,55,60,run,3,1
1,0,55,61,run,-7,10
1,0,55,62,run,2,10
3,1,55,63,pass,4,1
3,0,55,64,run,2,4
3,1,55,65,run,3,2
3,0,55,66,run,3,11
3,1,55,67,pass,4,3
2,0,55,68,run,0,9
2,0,55,69,run,3,10
2,1,55,70,run,7,3
3,0,55,71,pass,4,20
2,0,55,72,pass,0,10
2,1,55,73,pass,10,10
1,0,55,74,run,3,10
2,0,55,75,run,2,5
1,0,55,76,run,3,10
1,0,55,77,pass,0,10
3,0,55,78,run,3,5
1,1,55,79,pass,13,10
1,1,55,80,run,14,10
3,1,55,81,pass,11,3
2,0,55,82,run,2,8
2,1,55,83,run,12,7
2,0,55,84,pass,0,1
1,1,55,85,run,36,10
1,0,55,86,pass,0,10
3,0,55,87,pass,0,3
1,0,55,88,run,0,10
3,1,55,89,run,3,2
1,0,55,90,pass,3,10
3,1,55,91,run,6,1
3,1,55,92,pass,19,11
1,0,55,93,run,-3,10
1,0,55,94,pass,0,10
1,1,55,95,pass,12,10
1,1,55,96,pass,13,10
3,0,55,97,pass,2,5
4,0,55,98,pass,0,1
3,0,55,99,run,0,10
1,0,55,100,pass,3,10
2,0,55,101,run,1,10
1,0,55,102,run,6,10
3,1,55,103,pass,18,6
2,0,55,104,run,2,4
2,0,55,105,run,0,8
3,0,55,106,pass,0,1
3,1,55,107,pass,3,3
3,1,55,108,pass,15,7
1,1,55,109,run,38,10
1,0,55,110,pass,8,10
3,1,55,111,pass,19,2
3,0,55,112,pass,0,2
1,0,55,113,run,4,10
1,0,55,114,pass,0,10
2,0,55,115,pass,4,10
3,0,55,116,pass,0,20
2,0,55,117,pass,2,9
1,0,55,118,run,7,10
2,1,55,119,run,7,3
3,1,55,120,pass,2,2
2,0,55,121,pass,2,10
2,0,55,122,run,2,7
1,0,55,123,pass,0,10
1,0,55,124,pass,3,10
1,0,55,125,pass,4,10
3,1,55,126,run,9,3
2,1,55,127,pass,23,14
1,0,55,128,pass,3,10
2,0,55,129,pass,0,8
2,1,55,130,pass,20,10
1,0,55,131,run,3,10
2,1,55,132,pass,4,3
2,0,55,133,run,0,3
3,0,55,134,pass,10,15
2,0,55,135,pass,0,4
1,0,55,136,pass,5,10
1,0,55,137,run,6,10
2,0,56,1,run,7,10
1,1,56,2,run,72,10
3,0,56,3,pass,4,12
1,0,56,4,pass,9,10
3,0,56,5,pass,-5,4
2,0,56,6,run,2,9
1,0,56,7,pass,3,10
1,0,56,8,run,3,10
3,0,56,9,pass,1,11
2,0,56,10,run,1,14
2,1,56,11,run,7,3
1,0,56,12,run,3,10
3,0,56,13,run,3,15
1,0,56,14,pass,3,10
3,1,56,15,pass,11,2
3,1,56,16,run,2,2
1,0,56,17,pass,5,10
2,0,56,18,run,-5,8
2,0,56,19,run,3,8
2,0,56,20,pass,0,10
3,0,56,21,pass,3,5
3,1,56,22,pass,21,3
3,0,56,23,pass,0,2
1,1,56,24,run,14,10
1,0,56,25,pass,3,10
3,0,56,26,pass,2,7
1,1,56,27,pass,57,10
3,0,56,28,run,3,12
2,0,56,29,run,3,9
3,0,56,30,run,2,4
1,1,56,31,pass,18,10
2,0,56,32,run,2,7
2,1,56,33,pass,11,4
3,0,56,34,pass,0,12
1,0,56,35,pass,2,10
2,0,56,36,run,2,7
3,1,56,37,run,14,10
1,0,56,38,pass,9,10
1,0,56,39,run,9,10
1,0,56,40,run,0,10
4,1,56,41,run,9,5
3,0,56,42,run,0,2
3,0,56,43,run,2,3
3,1,56,44,run,3,1
3,1,56,45,run,2,1
1,1,56,46,pass,19,10
2,0,56,47,run,3,6
2,1,56,48,run,15,9
2,0,56,49,run,3,9
2,1,56,50,pass,43,8
1,0,56,51,pass,0,10
2,0,56,52,run,2,9
2,1,56,53,pass,21,7
2,1,56,54,run,37,9
1,1,56,55,pass,12,10
1,0,56,56,pass,4,10
1,1,56,57,pass,11,10
4,0,56,58,run,3,4
1,1,56,59,pass,17,10
1,0,56,60,pass,3,10
1,0,56,61,pass,9,10
2,0,56,62,pass,4,7
1,0,56,63,pass,-7,10
2,0,56,64,pass,0,10
4,0,56,65,pass,0,4
3,0,56,66,pass,11,12
2,1,56,67,pass,10,4
1,0,56,68,pass,2,10
1,1,56,69,pass,20,10
1,0,56,70,pass,0,10
2,1,56,71,pass,20,7
1,0,56,72,pass,0,10
1,0,56,73,run,2,10
3,0,56,74,run,-4,1
2,1,56,75,pass,11,7
2,0,56,76,run,2,9
1,0,56,77,pass,0,10
3,1,56,78,pass,50,7
2,0,56,79,run,3,8
3,0,56,80,run,-7,10
3,0,56,81,pass,3,12
1,0,56,82,pass,0,10
2,1,56,83,pass,10,8
3,0,56,84,pass,0,3
4,1,56,85,pass,4,4
1,0,56,86,run,3,10
1,1,56,87,pass,11,10
2,0,56,88,run,1,9
2,0,56,89,pass,1,4
2,1,56,90,pass,46,6
1,0,56,91,pass,0,10
1,1,56,92,pass,12,10
1,0,56,93,run,0,10
2,0,56,94,pass,-6,4
1,0,56,95,run,2,10
2,0,56,96,run,2,11
1,0,56,97,run,0,10
2,0,56,98,pass,3,8
1,0,56,99,run,2,10
2,0,56,100,pass,0,7
3,1,56,101,pass,3,1
1,0,56,102,pass,3,10
2,1,56,103,run,8,4
2,0,56,104,pass,3,8
4,0,56,105,run,2,5
2,0,56,106,pass,4,8
2,0,56,107,run,0,6
1,1,56,108,pass,50,10
4,0,56,109,run,3,5
2,0,56,110,run,3,6
1,0,56,111,run,4,10
3,0,56,112,pass,0,3
3,1,56,113,pass,4,4
4,1,56,114,run,6,5
2,0,56,115,pass,0,8
4,0,56,116,pass,0,1
2,0,56,117,pass,0,6
1,0,56,118,run,9,10
1,0,56,119,pass,2,10
1,0,56,120,run,4,10
3,1,56,121,pass,12,7
3,0,56,122,pass,0,10
2,0,56,123,pass,3,8
1,0,56,124,run,-2,10
1,0,56,125,run,1,10
1,0,56,126,run,2,10
1,0,56,127,run,-7,10
3,0,56,128,pass,0,5
3,0,56,129,pass,-11,5
1,1,56,130,pass,11,10
3,0,56,131,run,0,4
1,0,56,132,run,7,10
1,1,56,133,pass,12,10
1,0,56,134,pass,8,10
2,0,56,135,pass,2,9
1,0,56,136,pass,4,10
1,0,56,137,run,3,10
2,0,56,138,pass,4,5
3,1,56,139,pass,12,5
1,1,56,140,pass,10,10
3,0,56,141,pass,-4,4
2,0,56,142,pass,0,9
2,1,56,143,run,16,10
1,1,56,144,pass,13,10
1,0,56,145,pass,0,10
2,0,56,146,run,3,7
2,0,56,147,run,2,8
3,1,56,148,pass,4,1
1,0,56,149,pass,2,10
1,0,56,150,run,0,10
1,0,56,151,run,3,10
2,0,56,152,pass,0,15
2,0,56,153,pass,3,6
2,1,56,154,run,3,2
1,1,56,155,run,34,10
1,0,56,156,run,8,10
1,0,56,157,run,4,10
2,0,56,158,pass,10,12
2,0,56,159,pass,0,8
1,0,56,160,run,2,10
2,0,57,1,pass,0,10
